year_month,year,month,precipitation_mean,precipitation_sum,precipitation_count,max_temp_mean,max_temp_max,min_temp_mean,min_temp_min,avg_temp_mean,avg_temp_std,price_usd_per_tonne_mean,price_usd_per_tonne_std,Buying_mean,Buying_std,Selling_mean,Selling_std,Mid Rate_mean,Mid Rate_std
2005-03,2005,3,0.06270833333333332,0.7525,12,93.82058823529412,99.0,75.22111133333333,71.0,83.91666699999999,2.009844063079473,1757.591818181818,87.41074428000496,8973.195238095239,8.956957418145576,9122.056666666667,11.630471328941796,9047.625952380951,6.423080183807332
2005-04,2005,4,0.09820454545454547,2.1605000000000003,22,92.42045454545455,96.0,76.84375,71.75,83.09102538461539,2.5291156511227073,1585.9504761904761,28.92729705247109,8202.007826086956,2588.0873534961834,8325.907391304348,2627.1783333424087,8263.957608695651,2607.6321064586155
2005-05,2005,5,0.2256148148148148,6.0916,27,89.33873285714286,93.75,74.76071407407407,71.33333,81.40320206896553,1.9682360186333294,1511.3942857142856,29.55335202162827,8986.958999999999,4.078677417213043,9122.544,2.5056996081564664,9054.7515,2.7989810646013016
2005-06,2005,6,0.3510609090909091,7.72334,22,85.07121227272727,89.5,73.52000050000001,69.0,78.79166692307693,1.5235650079120862,1539.0722727272725,63.567748631025985,8986.527272727273,1.2142337651215462,9123.05590909091,0.3196375788565492,9054.791590909092,0.6812897194426957
2005-07,2005,7,0.02752083333333333,0.6605,24,84.6627975,91.0,72.58703703703704,71.0,77.6962364516129,0.9544316132147216,1489.01,22.723188816713243,8989.494499999999,1.9112973686948043,9123.135,0.25149029488421076,9056.31475,0.8686203140615139
2005-08,2005,8,0.11875533333333332,1.7813299999999999,15,82.66190428571429,88.5,71.37936499999999,69.5,76.4891706451613,1.2266785986229511,1481.9308695652176,39.76815730673377,8992.492608695651,1.2932770827042608,9124.120869565217,2.5509925217162484,9058.306739130434,1.23230715686225
2005-09,2005,9,0.1313517391304348,3.02109,23,85.49487416666666,90.4,73.5266176923077,72.0,78.56403071428572,1.8085580599081474,1504.1563636363637,76.24419687802985,8990.624090909092,1.1827556970739124,9075.124545454544,212.52496070158932,9032.874318181817,106.1233399589212
2005-10,2005,10,0.32062035714285714,8.97737,28,88.29047689655172,91.5,73.37516379310345,70.8,79.80097225806452,1.2836290936967487,1452.5466666666666,22.109440140657863,8565.325714285715,1962.5631647734845,8687.685238095237,1990.604760264124,8626.505476190476,1976.5827973379364
2005-11,2005,11,0.2606116666666667,4.69101,18,89.7521904,91.28571,74.0931108,71.25,81.37075366666666,1.4145733618242051,1433.9654545454546,33.14475994313892,8996.09761904762,17.048857118516874,9121.262857142858,3.3598886035954876,9058.680238095238,8.353826140786191
2005-12,2005,12,0.28700000000000003,1.435,5,90.12078769230769,92.25,74.57307692307693,71.25,81.92107823529412,2.0112060580166644,1517.6090476190477,18.37923363602573,9022.078947368422,13.236882771146291,9136.786842105264,4.870796253217646,9079.432894736843,8.481893184208246
